locality;caterpillar;parasitoid
Morox;Talanga excelsalis;TACH438
Wamangu;Asota eusemioides;TACH010
Elem;Choreutis cf. anthorma;TACH050
Niksek;Choreutis basalis;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Morox;Choreutis cf. anthorma;TACH050
Niksek;Addaea pusilla;TACH285
Niksek;Dichomeris sp. XXXX120;TACH393
Niksek;Arctornis nr. intacta 3 SEM-2008;TACH393
Morox;Mellea hieroglyphica;TACH393
Morox;Arctornis nr. intacta 1 SEM-2008;TACH393
Morox;Mellea nitida;TACH393
Morox;Arctornis nr. intacta 1 SEM-2008;TACH393
Morox;Arctornis nr. intacta 3 SEM-2008;TACH393
Morox;Arctornis nr. intacta 1 SEM-2008;TACH393
Morox;Dichomeris sp. XXXX068;TACH393
Morox;Dichomeris sp. XXXX068;TACH393
Morox;Arctornis nr. intacta 1 SEM-2008;TACH393
Morox;Arctornis nr. intacta 1 SEM-2008;TACH393
Morox;Mellea hieroglyphica;TACH393
Morox;Philiris sp. AAF6866;TACH393
Yapsiei;Dichomeris sp. AAB2697;TACH294
Niksek;Addaea pusilla;TACH364
Utai;Choreutis cf. anthorma;TACH405
Utai;Talanga excelsalis;TACH405
Utai;Talanga excelsalis;TACH405
Morox;Talanga excelsalis;TACH405
Niksek;Asota caricae;TACH516
Niksek;Mellea ordinaria complex;TACH516
Utai;Coelorhyncidia nitidalis;TACH516
Elem;Talanga excelsalis;TACH405
Utai;Choreutis cf. anthorma;TACH405
Utai;Glyphodes margaritaria;TACH405
Utai;Glyphodes margaritaria;TACH405
Utai;Glyphodes margaritaria;TACH405
Utai;Talanga deliciosa;TACH405
Utai;Glyphodes margaritaria;TACH405
Utai;Talanga excelsalis;TACH405
Morox;Talanga excelsalis;TACH405
Morox;Choreutis lutescens;TACH405
Niksek;Meekiaria purpurea;TACH405
Morox;Talanga excelsalis;TACH405
Wanang;Meekiaria sp. BOLD:AAA3374;TACH366
Yapsiei;Glyphodes margaritaria;TACH040
Wanang;Asota caricae;TACH505
Yapsiei;Coelorhyncidia nitidalis;TACH079
Niksek;Addaea pusilla;TACH285
Niksek;Meekiaria purpurea;TACH510
Utai;Meekiaria sp. BOLD:AAA3374;TACH510
Elem;Mellea nitida;TACH438
Wanang;Mellea ordinaria complex;TACH438
Niksek;Asota caricae;TACH438
Elem;Mellea sp. AAI1456;TACH438
Wanang;Pharambara splendida;TACH438
Wanang;Mellea sp. 1 nr. ordinaria;TACH438
Wanang;Mellea sp. THYR012;TACH438
Niksek;Mellea sp.near rectiviata;TACH438
Yapsiei;Mellea sp. THYR012;TACH438
Yapsiei;Mellea sp. AAI1457;TACH438
Yapsiei;Pharambara splendida;TACH438
Yapsiei;Mellea ramifera;TACH438
Yapsiei;Mellea nitida;TACH438
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH438
Wamangu;Rhodoneura aurata;TACH438
Wamangu;Pharambara splendida;TACH438
Wamangu;Rhodoneura aurata;TACH438
Wamangu;Pharambara splendida;TACH438
Wamangu;Mellea sp. 1 nr. ordinaria;TACH438
Wamangu;Mellea nitida;TACH438
Wamangu;Mellea ramifera;TACH438
Morox;Arctornis nr. intacta 1 SEM-2008;TACH438
Morox;Mellea sp. AAI1460;TACH438
Elem;Mellea nitida;TACH438
Niksek;Asota caricae;TACH438
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Morox;Addaea pusilla;TACH438
Morox;Mellea ramifera;TACH438
Morox;Mellea ramifera;TACH438
Wanang;Mellea sp. 1 nr. ordinaria;TACH438
Wanang;Mellea ramifera;TACH438
Niksek;Asota caricae;TACH438
Yapsiei;Mellea sp. 1 nr. ordinaria;TACH438
Yapsiei;Mellea nitida;TACH438
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH438
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH438
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH438
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH438
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH438
Utai;Rhodoneura aurata;TACH438
Utai;Rhodoneura aurata;TACH438
Utai;Ophyx crinipes;TACH438
Utai;Rhodoneura aurata;TACH438
Wamangu;Rhodoneura aurata;TACH438
Wamangu;Mellea rectiviata;TACH438
Wamangu;Mellea rectiviata;TACH438
Morox;Mellea sp. THYR012;TACH438
Morox;Pharambara splendida;TACH438
Morox;Rhodoneura aurata;TACH438
Morox;Rhodoneura aurata;TACH438
Morox;Mellea ramifera;TACH438
Morox;Mellea hieroglyphica;TACH438
Utai;Rhodoneura aurata;TACH438
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Wanang;Asota plana;TACH505
Niksek;Asota caricae;TACH505
Morox;Rhodoneura aurata;TACH505
Niksek;Paraphomia disjuncta;TACH505
Wanang;Asota plana;TACH505
Yapsiei;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota plana;TACH505
Niksek;Asota caricae;TACH505
Niksek;Asota caricae;TACH505
Yapsiei;Asota caricae;TACH505
Yapsiei;Mellea ramifera;TACH438
Elem;Choreutis cf. anthorma;TACH227
Elem;Choreutis cf. anthorma;TACH227
Elem;Choreutis cf. anthorma;TACH227
Utai;Choreutis basalis;TACH227
Utai;Choreutis cf. anthorma;TACH227
Wamangu;Choreutis cf. anthorma;TACH227
Morox;Mellea hieroglyphica;TACH227
Niksek;Talanga sexpunctalis complex;TACH469
Elem;Choreutis cf. anthorma;TACH227
Utai;Choreutis basalis;TACH227
Wamangu;Choreutis cf. anthorma;TACH227
Wamangu;Choreutis cf. anthorma;TACH227
Wanang;Choreutis basalis;TACH227
Utai;Mellea ordinaria complex;TACH469
Wamangu;Pharambara splendida;TACH469
Yapsiei;Choreutis cf. anthorma;TACH227
Elem;Choreutis cf. anthorma;TACH227
Wamangu;Talanga excelsalis;TACH506
Wamangu;Talanga excelsalis;TACH506
Niksek;Asota caricae;TACH228
Morox;Mellea ramifera;TACH296
Utai;Rhodoneura aurata;TACH438
Utai;Philiris helena;TACH294
Niksek;Arctornis nr. intacta 3 SEM-2008;TACH393
