Species	value	skupina	type	
Sporostigena n. sp. AAJ3512	8	NOPARA	mean_num_localities	
Statherotis discana	8	NOPARA	mean_num_localities	
Stictoptera	8	NOPARA	mean_num_localities	
Striglina asinina	8	NOPARA	mean_num_localities	
Striglina cinnamomea	8	NOPARA	mean_num_localities	
Syllepte nr. iopasalis	8	NOPARA	mean_num_localities	
Syllepte solilucis	8	NOPARA	mean_num_localities	
Syntomaula n sp	8	NOPARA	mean_num_localities	
Tamba	8	NOPARA	mean_num_localities	
Tamba magniplaga	8	NOPARA	mean_num_localities	
Tamba plumipes	8	NOPARA	mean_num_localities	
Targalla subocellata	8	NOPARA	mean_num_localities	
Teia sp. AAB5680	8	NOPARA	mean_num_localities	
Teia sp. AAE9809	8	NOPARA	mean_num_localities	
Teia sp. AAI3599	8	NOPARA	mean_num_localities	
Teia sp. ABX5688	8	NOPARA	mean_num_localities	
Teldenia	8	NOPARA	mean_num_localities	
Tipasa sp. AAI0376	8	NOPARA	mean_num_localities	
Tipasa sp. AAI0377	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT100	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT174	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT175	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT185	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT186	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT205	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT207	8	NOPARA	mean_num_localities	
Tortricidae sp.TORT209	8	NOPARA	mean_num_localities	
Tortricidae sp.XXXX123	8	NOPARA	mean_num_localities	
Trichalis nr. aereoplagiata	8	NOPARA	mean_num_localities	
Trischalis iridescens	8	NOPARA	mean_num_localities	
Uraniidae sp.URAN013	8	NOPARA	mean_num_localities	
Uraniidae sp.URAN014	8	NOPARA	mean_num_localities	
Xyloryctinae	8	NOPARA	mean_num_localities	
Zaratha sp.1	8	NOPARA	mean_num_localities	
Meekiaria sp. AAA3375	1	PAR	num_localities	
Meekiaria sp. AAA3376	1	PAR	num_localities	
Meekiaria sp. AAA3378	1	PAR	num_localities	
Meekiaria sp. AAA3380	1	PAR	num_localities	
Meekiaria sp. CRAM151	1	PAR	num_localities	
Mellea hieroglyphica	1	PAR	num_localities	
Mellea rectiviata	1	PAR	num_localities	
Mellea sp. AAI1457	1	PAR	num_localities	
Mellea sp. AAI1460	1	PAR	num_localities	
Mellea sp. AAI1461	1	PAR	num_localities	
Mellea sp.near rectiviata	1	PAR	num_localities	
Moca congrualis	1	PAR	num_localities	
Noctuidae sp.NOCT061	1	PAR	num_localities	
NolidaeGEN sp. AAH3367	1	PAR	num_localities	
Nothomastix klossi	1	PAR	num_localities	
Nycteola n. sp. AAB7439	1	PAR	num_localities	
Nycteola nr. pseudoindica	1	PAR	num_localities	
OecophoridaeGEN sp. AAH7348	1	PAR	num_localities	
Orvasca sp. AAD8421	1	PAR	num_localities	
Philiris sp. AAF6866	1	PAR	num_localities	
Piletocera sp. CRAM094	1	PAR	num_localities	
Pleuroptya nr. sabinusalis	1	PAR	num_localities	
Pseudocera sp. AAB1481	1	PAR	num_localities	
Pyrophractis isotherma	1	PAR	num_localities	
Statherotis discana	1	PAR	num_localities	
Talanga polyzonalis	1	PAR	num_localities	
Targalla palliatrix	1	PAR	num_localities	
Tipasa sp. AAI0377	1	PAR	num_localities	
Tipasa sp. GEOM158	1	PAR	num_localities	
Brenthia JR22	1.1	PAR	num_localities	
Mellea sp. AAI1456	1.1	PAR	num_localities	
Brenthia JR34	1.2	PAR	num_localities	
Dichomeris sp. XXXX120	1.2	PAR	num_localities	
Orthaga nr. percnodes	1.2	PAR	num_localities	
Rhodoneura aurata	1.2	PAR	num_localities	
Asota eusemioides	1.3	PAR	num_localities	
Brenthia JR39	1.3	PAR	num_localities	
Brenthia JR54	1.3	PAR	num_localities	
Choreutis JR09	1.3	PAR	num_localities	
Meekiaria sp. AAA3379	1.3	PAR	num_localities	
Talanga sexpunctalis complex	1.3	PAR	num_localities	
Tamba kebea	1.3	PAR	num_localities	
Xenothictis gnetivora	1.3	PAR	num_localities	
Asota plana	1.4	PAR	num_localities	
Brenthia JR62	1.4	PAR	num_localities	
Coelorhyncidia nitidalis	1.4	PAR	num_localities	
Dichomeris ochreoviridella	1.4	PAR	num_localities	
Choreutis JR5	1.4	PAR	num_localities	
Mellea sp. 1 nr. ordinaria	1.4	PAR	num_localities	
Brenthia sp. AAC1202	1.5	PAR	num_localities	
Brenthia sp. AAF6821	1.5	PAR	num_localities	
Dichomeris sp. XXXX068	1.5	PAR	num_localities	
Glyphodes margaritaria	1.5	PAR	num_localities	
Meekiaria purpurea	1.5	PAR	num_localities	
Mellea sp. THYR012	1.5	PAR	num_localities	
Ophiorrhabda deceptor	1.5	PAR	num_localities	
Pharambara splendida	1.5	PAR	num_localities	
Pseudocera nr. trissosticha	1.5	PAR	num_localities	
Talanga deliciosa	1.5	PAR	num_localities	
Asota caricae	1.6	PAR	num_localities	
Brenthia JR37	1.6	PAR	num_localities	
Choreutis cf. anthorma	1.6	PAR	num_localities	
Mellea ordinaria complex	1.6	PAR	num_localities	
Paraphomia disjuncta	1.6	PAR	num_localities	
Unadophanes trissomita	1.6	PAR	num_localities	
Brenthia JR32	1.7	PAR	num_localities	
Choreutis lutescens	1.7	PAR	num_localities	
Macarostola sp. AAI1170	1.7	PAR	num_localities	
Meekiaria sp. BOLD:AAA3374	1.7	PAR	num_localities	
Philiris moira	1.7	PAR	num_localities	
Talanga excelsalis	1.7	PAR	num_localities	
Dichomeris n. sp. nr. ochreoviridella	1.8	PAR	num_localities	
Mellea nitida	1.9	PAR	num_localities	
CopromorphidaeGEN sp. AAG3732	2	PAR	num_localities	
Chora huntei	2	PAR	num_localities	
Choreutis basalis	2	PAR	num_localities	
Chrysocraspeda sp. AAB1427	2	PAR	num_localities	
Mellea ramifera	2	PAR	num_localities	
Ophyx crinipes	2	PAR	num_localities	
Philiris helena	2.6	PAR	num_localities	
Addaea sp. AAL8409	8	NOPARA	mean_num_no_para_loc	
Adoxophyes sp.9, perstricta complex	8	NOPARA	mean_num_no_para_loc	
Aetholix flavibasalis	8	NOPARA	mean_num_no_para_loc	
Agrotera sp.2 nr basinotata	8	NOPARA	mean_num_no_para_loc	
Anomis flava	8	NOPARA	mean_num_no_para_loc	
Anthela nr. ekeikei	8	NOPARA	mean_num_no_para_loc	
Ardozyga cf. amphiplaca	8	NOPARA	mean_num_no_para_loc	
Ardozyga nr. amphiplaca	8	NOPARA	mean_num_no_para_loc	
Arhopala AAC8740	8	NOPARA	mean_num_no_para_loc	
Arhopala sp. AAC8743	8	NOPARA	mean_num_no_para_loc	
Arhopala thamyras	8	NOPARA	mean_num_no_para_loc	
Archigraptis chrysodema	8	NOPARA	mean_num_no_para_loc	
Arna sp. nr. galactopis	8	NOPARA	mean_num_no_para_loc	
Artaxa sp. AAD5374	8	NOPARA	mean_num_no_para_loc	
Asota heliconia	8	NOPARA	mean_num_no_para_loc	
Barasa cymatistis	8	NOPARA	mean_num_no_para_loc	
Berta albiplaga	8	NOPARA	mean_num_no_para_loc	
Berta sp. AAD4670	8	NOPARA	mean_num_no_para_loc	
Brenthia sp. AAI3836	8	NOPARA	mean_num_no_para_loc	
Caeneressa bernhardi	8	NOPARA	mean_num_no_para_loc	
Cathyalia sp. AAG0397	8	NOPARA	mean_num_no_para_loc	
Cirrhochrista cf. brizoalis	8	NOPARA	mean_num_no_para_loc	
CopromorphidaeGEN sp. AAG0483	8	NOPARA	mean_num_no_para_loc	
CopromorphidaeGEN sp. AAH4359	8	NOPARA	mean_num_no_para_loc	
Crambidae sp.CRAM082	8	NOPARA	mean_num_no_para_loc	
Crambidae sp.CRAM097	8	NOPARA	mean_num_no_para_loc	
Crambidae sp.CRAM132	8	NOPARA	mean_num_no_para_loc	
Crambidae sp.PYRA038	8	NOPARA	mean_num_no_para_loc	
Cyclophora sp. AAF7883	8	NOPARA	mean_num_no_para_loc	
Delonoma pyrrhoplecta	8	NOPARA	mean_num_no_para_loc	
Derambila strigicosta	8	NOPARA	mean_num_no_para_loc	
Dilophothripa sp. AAL1093	8	NOPARA	mean_num_no_para_loc	
Drepanidae	8	NOPARA	mean_num_no_para_loc	
Dysaethria	8	NOPARA	mean_num_no_para_loc	
Dysrhombia nr. alabastraria	8	NOPARA	mean_num_no_para_loc	
Eboda smaragdina	8	NOPARA	mean_num_no_para_loc	
Ectropis bhurmitra	8	NOPARA	mean_num_no_para_loc	
Eilema plana	8	NOPARA	mean_num_no_para_loc	
Elachyophtalma cf. kebeae	8	NOPARA	mean_num_no_para_loc	
Eucyclodes absona	8	NOPARA	mean_num_no_para_loc	
Eucyclodes albilauta	8	NOPARA	mean_num_no_para_loc	
Eugoa nr. perfasciata	8	NOPARA	mean_num_no_para_loc	
Focillodes	8	NOPARA	mean_num_no_para_loc	
Gabala australiata	8	NOPARA	mean_num_no_para_loc	
Garudinodes nr. trizona	8	NOPARA	mean_num_no_para_loc	
Gauna sp. AAF4890	8	NOPARA	mean_num_no_para_loc	
Gelechiidae sp.TORT188	8	NOPARA	mean_num_no_para_loc	
Gelechiidae sp.XXXX148	8	NOPARA	mean_num_no_para_loc	
GelechiidaeGEN sp. AAN5589	8	NOPARA	mean_num_no_para_loc	
Gelechioidea sp.TORT193	8	NOPARA	mean_num_no_para_loc	
Gelechioidea sp.XXXX121	8	NOPARA	mean_num_no_para_loc	
Gelechioidea sp.XXXX126	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM109	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM138	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM143	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM147	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM148	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM160	8	NOPARA	mean_num_no_para_loc	
Geometridae sp.GEOM163	8	NOPARA	mean_num_no_para_loc	
Geometrinae	8	NOPARA	mean_num_no_para_loc	
Glyphodes caesalis	8	NOPARA	mean_num_no_para_loc	
Glyphodes canthusalis	8	NOPARA	mean_num_no_para_loc	
Glyphodes pseudocaesalis	8	NOPARA	mean_num_no_para_loc	
Gonitis involuta	8	NOPARA	mean_num_no_para_loc	
Haritalodes sp. AAB8316	8	NOPARA	mean_num_no_para_loc	
Heterocnephes scapulalis	8	NOPARA	mean_num_no_para_loc	
Hydroclada antigona	8	NOPARA	mean_num_no_para_loc	
Hypolycaena phorbas	8	NOPARA	mean_num_no_para_loc	
Hypsopygia nigrivitta	8	NOPARA	mean_num_no_para_loc	
Chaetocneme lunula	8	NOPARA	mean_num_no_para_loc	
Chaetocneme sp. AAF8537	8	NOPARA	mean_num_no_para_loc	
Chora ekeikei	8	NOPARA	mean_num_no_para_loc	
Choreutidae	8	NOPARA	mean_num_no_para_loc	
Choreutis chi	8	NOPARA	mean_num_no_para_loc	
Choreutis JR07	8	NOPARA	mean_num_no_para_loc	
Choreutis JR08	8	NOPARA	mean_num_no_para_loc	
Chrysocraspeda sp. AAC8547	8	NOPARA	mean_num_no_para_loc	
Chrysoscota sp, near flavostrigata B-B and vagivitta	8	NOPARA	mean_num_no_para_loc	
Imma	8	NOPARA	mean_num_no_para_loc	
Imma sp. AAD4329	8	NOPARA	mean_num_no_para_loc	
Imma sp. AAF9965	8	NOPARA	mean_num_no_para_loc	
Imma sp. AAI2315	8	NOPARA	mean_num_no_para_loc	
Immidae	8	NOPARA	mean_num_no_para_loc	
Labdia sp. AAH4360	8	NOPARA	mean_num_no_para_loc	
Lambula sp. ACE6062	8	NOPARA	mean_num_no_para_loc	
Lambula sp. USNM1	8	NOPARA	mean_num_no_para_loc	
Lecithocera sp. AAI1270	8	NOPARA	mean_num_no_para_loc	
Lecithocera sp. AAI1271	8	NOPARA	mean_num_no_para_loc	
Lecithocera sp. AAI1272	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX113	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX128	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX137	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX138	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX140	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX141	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX145	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX146	8	NOPARA	mean_num_no_para_loc	
Lepidoptera sp.XXXX150	8	NOPARA	mean_num_no_para_loc	
LepidopteraGEN sp. AAH4358	8	NOPARA	mean_num_no_para_loc	
LepidopteraGEN sp. AAH4361	8	NOPARA	mean_num_no_para_loc	
Leucoma sp. ABU6384	8	NOPARA	mean_num_no_para_loc	
Limacodidae sp.LIMA027	8	NOPARA	mean_num_no_para_loc	
Lista carniola	8	NOPARA	mean_num_no_para_loc	
Lithosiinae sp.PYRA039	8	NOPARA	mean_num_no_para_loc	
Lithosiinae sp.TORT189	8	NOPARA	mean_num_no_para_loc	
Lithosiinae sp.XXXX149	8	NOPARA	mean_num_no_para_loc	
Luxiaria sp. AAF9578	8	NOPARA	mean_num_no_para_loc	
Lymantria	8	NOPARA	mean_num_no_para_loc	
Lymantriidae sp.LYMA067	8	NOPARA	mean_num_no_para_loc	
Lymantriidae sp.LYMA072	8	NOPARA	mean_num_no_para_loc	
Lymantriidae sp.LYMA077	8	NOPARA	mean_num_no_para_loc	
LymantriinaeGEN sp. AAG9399	8	NOPARA	mean_num_no_para_loc	
Mambara sp. AAL3983	8	NOPARA	mean_num_no_para_loc	
Marapana pulverata	8	NOPARA	mean_num_no_para_loc	
Meekiaria nr. lignea	8	NOPARA	mean_num_no_para_loc	
Mellea	8	NOPARA	mean_num_no_para_loc	
Mellea sp. AAI1460	8	NOPARA	mean_num_no_para_loc	
Metaphoenia sp. AAI1563	8	NOPARA	mean_num_no_para_loc	
Moca ancistrota	8	NOPARA	mean_num_no_para_loc	
Nacaduba berenice	8	NOPARA	mean_num_no_para_loc	
Nausinoe globulipedalis	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.GEOM149	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT095	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT100	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT104	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT107	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT117	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT119	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT121	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT122	8	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT123	8	NOPARA	mean_num_no_para_loc	
Nolidae sp.NOLI002	8	NOPARA	mean_num_no_para_loc	
NolidaeGEN sp. AAH3367	8	NOPARA	mean_num_no_para_loc	
Notarcha sp. ACE6204	8	NOPARA	mean_num_no_para_loc	
Nothomastix klossi	8	NOPARA	mean_num_no_para_loc	
nr. Peritornenta	8	NOPARA	mean_num_no_para_loc	
Nudaria sp. USNM1	8	NOPARA	mean_num_no_para_loc	
Olene sp. AAB5676	8	NOPARA	mean_num_no_para_loc	
OlethreutinaeGEN sp. AAG0327	8	NOPARA	mean_num_no_para_loc	
Omiodes lasiocnemis	8	NOPARA	mean_num_no_para_loc	
Orvasca sp.1	8	NOPARA	mean_num_no_para_loc	
Paradromulia nr. but not lignifascia	8	NOPARA	mean_num_no_para_loc	
Parapamemene	8	NOPARA	mean_num_no_para_loc	
Parilyrgis intacta	8	NOPARA	mean_num_no_para_loc	
Perixera sp. AAI2524	8	NOPARA	mean_num_no_para_loc	
Perixera sp. AAI2525	8	NOPARA	mean_num_no_para_loc	
Pharambara micacealis	8	NOPARA	mean_num_no_para_loc	
Phostria lanialis	8	NOPARA	mean_num_no_para_loc	
PhycitinaeGEN sp. AAG0392	8	NOPARA	mean_num_no_para_loc	
PhycitinaeGEN sp. AAG0396	8	NOPARA	mean_num_no_para_loc	
Piletocera sp. CRAM094	8	NOPARA	mean_num_no_para_loc	
Polypogon sp. AAI2776	8	NOPARA	mean_num_no_para_loc	
Pterophoridae	8	NOPARA	mean_num_no_para_loc	
Pycnozancla sp. AAE8365	8	NOPARA	mean_num_no_para_loc	
Pyralidae sp.PYRA032	8	NOPARA	mean_num_no_para_loc	
Pyralidae sp.PYRA035	8	NOPARA	mean_num_no_para_loc	
Rehimena cissophora	8	NOPARA	mean_num_no_para_loc	
Saptha cf. exanthista	8	NOPARA	mean_num_no_para_loc	
Scopula amala	8	NOPARA	mean_num_no_para_loc	
Scopula sp. AAG9552	8	NOPARA	mean_num_no_para_loc	
Scythropiodes n sp near perissa	8	NOPARA	mean_num_no_para_loc	
Simplicia	8	NOPARA	mean_num_no_para_loc	
Simplicia cornicalis	8	NOPARA	mean_num_no_para_loc	
Simplicia erebina	8	NOPARA	mean_num_no_para_loc	
Somena	8	NOPARA	mean_num_no_para_loc	
Sphenarches anisodactylus	8	NOPARA	mean_num_no_para_loc	
Spilosoma niceta	8	NOPARA	mean_num_no_para_loc	
Sporostigena n. sp. AAJ3512	8	NOPARA	mean_num_no_para_loc	
Statherotis discana	8	NOPARA	mean_num_no_para_loc	
Stictoptera	8	NOPARA	mean_num_no_para_loc	
Striglina asinina	8	NOPARA	mean_num_no_para_loc	
Striglina cinnamomea	8	NOPARA	mean_num_no_para_loc	
Syllepte nr. iopasalis	8	NOPARA	mean_num_no_para_loc	
Syllepte solilucis	8	NOPARA	mean_num_no_para_loc	
Syntomaula n sp	8	NOPARA	mean_num_no_para_loc	
Tamba	8	NOPARA	mean_num_no_para_loc	
Tamba magniplaga	8	NOPARA	mean_num_no_para_loc	
Tamba plumipes	8	NOPARA	mean_num_no_para_loc	
Targalla subocellata	8	NOPARA	mean_num_no_para_loc	
Teia sp. AAB5680	8	NOPARA	mean_num_no_para_loc	
Teia sp. AAE9809	8	NOPARA	mean_num_no_para_loc	
Teia sp. AAI3599	8	NOPARA	mean_num_no_para_loc	
Teia sp. ABX5688	8	NOPARA	mean_num_no_para_loc	
Teldenia	8	NOPARA	mean_num_no_para_loc	
Tipasa sp. AAI0376	8	NOPARA	mean_num_no_para_loc	
Tipasa sp. AAI0377	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT100	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT174	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT175	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT185	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT186	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT205	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT207	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.TORT209	8	NOPARA	mean_num_no_para_loc	
Tortricidae sp.XXXX123	8	NOPARA	mean_num_no_para_loc	
Trichalis nr. aereoplagiata	8	NOPARA	mean_num_no_para_loc	
Trischalis iridescens	8	NOPARA	mean_num_no_para_loc	
Uraniidae sp.URAN013	8	NOPARA	mean_num_no_para_loc	
Uraniidae sp.URAN014	8	NOPARA	mean_num_no_para_loc	
Xyloryctinae	8	NOPARA	mean_num_no_para_loc	
Zaratha sp.1	8	NOPARA	mean_num_no_para_loc	
Albinospila sp. AAB0430	8.1	NOPARA	num_loc_no_para	
Nycteola n. sp. AAB7439	8.1	NOPARA	num_loc_no_para	
Loboschiza sp. AAI1072	8.4	NOPARA	num_loc_no_para	
Adoxophyes n. sp. nr. orana	8.5	NOPARA	num_loc_no_para	
Choreutis basalis	8.5	NOPARA	num_loc_no_para	
Jodis albifusa	8.6	NOPARA	num_loc_no_para	
Ophiorrhabda deceptor	8.6	NOPARA	num_loc_no_para	
Brenthia JR54	8.7	NOPARA	num_loc_no_para	
Glyphodes margaritaria	8.9	NOPARA	num_loc_no_para	
Mellea ordinaria complex	8.9	NOPARA	num_loc_no_para	
Unadophanes trissomita	8.9	NOPARA	num_loc_no_para	
Addaea pusilla	9	NOPARA	num_localities	
Adoxophyes n. sp. nr. orana	9	NOPARA	num_localities	
Adoxophyes sp. 3	9	NOPARA	num_localities	
Albinospila sp. AAB0430	9	NOPARA	num_localities	
Brenthia JR54	9	NOPARA	num_localities	
Dichomeris n. sp. nr. ochreoviridella	9	NOPARA	num_localities	
Dichomeris ochreoviridella	9	NOPARA	num_localities	
Dichomeris sp. XXXX068	9	NOPARA	num_localities	
Glyphodes margaritaria	9	NOPARA	num_localities	
Choreutis basalis	9	NOPARA	num_localities	
Choreutis cf. anthorma	9	NOPARA	num_localities	
Choreutis lutescens	9	NOPARA	num_localities	
Jodis albifusa	9	NOPARA	num_localities	
Loboschiza sp. AAI1072	9	NOPARA	num_localities	
Meekiaria purpurea	9	NOPARA	num_localities	
Mellea nitida	9	NOPARA	num_localities	
Mellea ordinaria complex	9	NOPARA	num_localities	
Moca congrualis	9	NOPARA	num_localities	
Nycteola n. sp. AAB7439	9	NOPARA	num_localities	
Ophiorrhabda deceptor	9	NOPARA	num_localities	
Pharambara splendida	9	NOPARA	num_localities	
Philiris helena	9	NOPARA	num_localities	
Talanga excelsalis	9	NOPARA	num_localities	
Talanga sexpunctalis complex	9	NOPARA	num_localities	
Unadophanes trissomita	9	NOPARA	num_localities	
Addaea pusilla	9	NOPARA	num_loc_no_para	
Dichomeris n. sp. nr. ochreoviridella	9	NOPARA	num_loc_no_para	
Dichomeris ochreoviridella	9	NOPARA	num_loc_no_para	
Dichomeris sp. XXXX068	9	NOPARA	num_loc_no_para	
Choreutis cf. anthorma	9	NOPARA	num_loc_no_para	
Choreutis lutescens	9	NOPARA	num_loc_no_para	
Meekiaria purpurea	9	NOPARA	num_loc_no_para	
Mellea nitida	9	NOPARA	num_loc_no_para	
Pharambara splendida	9	NOPARA	num_loc_no_para	
Philiris helena	9	NOPARA	num_loc_no_para	
Talanga excelsalis	9	NOPARA	num_loc_no_para	
Talanga sexpunctalis complex	9	NOPARA	num_loc_no_para	
Agrotera nr. effertalis	1.1	PAR	num_localities	
Arctornis nr. intacta 1 SEM-2008	1.1	PAR	num_localities	
Addaea nr. probolopsis	1.4	PAR	num_localities	
Albinospila sp. AAB0430	1.5	PAR	num_localities	
Arctornis nr. intacta 3 SEM-2008	1.5	PAR	num_localities	
Addaea pusilla	1.6	PAR	num_localities	
